chrom	pos	strand	cov	percent_mod
JBJJSR010000001.1	2538646	-	277	1.07
JBJJSR010000001.1	2538648	+	272	1.81
JBJJSR010000001.1	2539004	+	267	1.11
JBJJSR010000001.1	2539064	+	136	72.0
JBJJSR010000001.1	2539171	+	165	1.2
JBJJSR010000001.1	2539207	+	187	1.06
JBJJSR010000001.1	2539438	+	166	60.0
JBJJSR010000001.1	2541412	-	159	62.0
JBJJSR010000001.1	2541789	-	5	97.51
JBJJSR010000001.1	2541791	+	3	98.64
JBJJSR010000001.1	2542632	-	4	98.57
JBJJSR010000001.1	2542634	+	5	96.75
JBJJSR010000001.1	2543263	+	277	1.07
JBJJSR010000001.1	2543611	-	17	91.71
JBJJSR010000001.1	2543613	+	6	97.51
JBJJSR010000001.1	2544410	+	190	1.04
JBJJSR010000001.1	2544709	-	321	93.0
JBJJSR010000001.1	2545734	-	240	83.0
JBJJSR010000001.1	2546066	-	319	93.0
JBJJSR010000001.1	2546174	-	315	63.0
JBJJSR010000001.1	2546345	-	300	1.32
JBJJSR010000001.1	2546783	+	264	75.0
JBJJSR010000001.1	2547006	-	9	96.03
JBJJSR010000001.1	2547008	+	7	96.39
JBJJSR010000001.1	2547049	-	257	1.53
JBJJSR010000001.1	2547607	+	302	98.0
JBJJSR010000001.1	2547879	-	310	64.0
JBJJSR010000001.1	2548773	+	212	93.0
JBJJSR010000001.1	2549204	-	94	3.92
JBJJSR010000001.1	2550357	-	245	81.0
JBJJSR010000001.1	2550540	-	279	1.41
JBJJSR010000001.1	2550691	-	297	67.0
JBJJSR010000001.1	2551336	-	17	92.44
JBJJSR010000001.1	2551338	+	15	91.24
JBJJSR010000001.1	2551647	+	256	1.16
JBJJSR010000001.1	2551784	+	157	1.88
JBJJSR010000001.1	2551890	+	296	67.0
JBJJSR010000001.1	2552073	-	306	1.92
JBJJSR010000001.1	2552547	-	256	78.0
JBJJSR010000001.1	2552570	+	302	98.0
JBJJSR010000001.1	2552697	+	285	70.0
JBJJSR010000001.1	2552803	+	178	2.72
JBJJSR010000001.1	2552869	-	14	94.91
JBJJSR010000001.1	2552871	+	11	95.97
JBJJSR010000001.1	2553228	-	266	3.27
JBJJSR010000001.1	2553283	-	249	1.97
JBJJSR010000001.1	2553751	+	256	78.0
JBJJSR010000001.1	2553955	-	287	69.0
JBJJSR010000001.1	2553957	+	279	2.79
JBJJSR010000001.1	2554505	+	256	1.15
JBJJSR010000001.1	2554830	-	304	65.0
JBJJSR010000001.1	2554865	-	283	70.0
JBJJSR010000001.1	2555321	-	275	8.03
JBJJSR010000001.1	2555555	+	224	1.75
JBJJSR010000001.1	2555556	-	176	1.67
JBJJSR010000001.1	2555810	-	229	6.5
JBJJSR010000001.1	2555895	-	305	65.0
JBJJSR010000001.1	2556032	-	284	2.74
JBJJSR010000001.1	2556320	-	271	5.57
JBJJSR010000001.1	2556365	-	14	94.47
JBJJSR010000001.1	2556367	+	14	94.12
JBJJSR010000001.1	2556950	-	284	4.05
JBJJSR010000001.1	2557135	+	133	75.0
JBJJSR010000001.1	2557270	+	158	1.23
JBJJSR010000001.1	2557302	-	249	80.0
JBJJSR010000001.1	2557587	-	269	74.0
JBJJSR010000001.1	2557710	+	217	1.36
JBJJSR010000001.1	2557908	-	210	94.0
JBJJSR010000001.1	2557926	-	232	1.28
JBJJSR010000001.1	2558069	-	274	1.79
JBJJSR010000001.1	2558123	-	270	74.0
JBJJSR010000001.1	2558431	+	227	87.0
JBJJSR010000001.1	2558598	-	189	1.05
JBJJSR010000001.1	2559194	-	231	85.0
JBJJSR010000001.1	2559255	-	277	1.07
JBJJSR010000001.1	2559435	-	230	86.0
JBJJSR010000001.1	2559951	+	270	74.0
JBJJSR010000001.1	2560227	-	272	3.2
JBJJSR010000001.1	2561438	-	232	1.69
JBJJSR010000001.1	2561471	-	237	84.0
JBJJSR010000001.1	2564069	+	283	70.0
JBJJSR010000001.1	2564214	-	168	1.12
JBJJSR010000001.1	2564620	-	282	70.0
JBJJSR010000001.1	2564866	-	17	90.5
JBJJSR010000001.1	2564868	+	10	95.26
JBJJSR010000001.1	2565651	-	251	4.56
JBJJSR010000001.1	2565926	-	276	72.0
JBJJSR010000001.1	2566076	+	231	86.0
JBJJSR010000001.1	2566453	-	245	1.6
JBJJSR010000001.1	2566483	+	251	3.46
JBJJSR010000001.1	2566613	-	38	2.56
JBJJSR010000001.1	2566622	+	244	3.56
JBJJSR010000001.1	2567066	+	214	93.0
JBJJSR010000001.1	2567439	-	272	2.16
JBJJSR010000001.1	2567820	-	203	97.0
JBJJSR010000001.1	2568181	+	232	1.28
JBJJSR010000001.1	2568909	-	250	1.57
JBJJSR010000001.1	2568911	+	218	1.36
JBJJSR010000001.1	2568982	+	257	77.0
JBJJSR010000001.1	2569012	+	218	90.0
JBJJSR010000001.1	2569109	-	165	1.15
JBJJSR010000001.1	2569821	+	237	1.25
JBJJSR010000001.1	2569895	-	160	62.0
JBJJSR010000001.1	2572228	-	255	1.16
JBJJSR010000001.1	2572363	-	189	7.77
JBJJSR010000001.1	2572539	-	77	65.16
JBJJSR010000001.1	2572541	+	10	92.59
JBJJSR010000001.1	2572542	-	16	92.92
JBJJSR010000001.1	2572544	+	28	81.94
JBJJSR010000001.1	2572545	-	234	85.0
JBJJSR010000001.1	2573015	-	272	2.16
JBJJSR010000001.1	2573075	+	237	83.0
JBJJSR010000001.1	2573131	+	242	2.42
JBJJSR010000001.1	2573408	-	206	1.44
JBJJSR010000001.1	2573514	+	264	4.35
JBJJSR010000001.1	2573555	-	100	99.0
JBJJSR010000001.1	2574687	+	282	70.0
JBJJSR010000001.1	2574855	+	137	72.0
JBJJSR010000001.1	2574872	-	7	96.41
JBJJSR010000001.1	2574874	+	0	100.0
JBJJSR010000001.1	2575366	-	272	73.0
JBJJSR010000001.1	2575698	+	229	1.29
JBJJSR010000001.1	2575977	-	224	88.0
JBJJSR010000001.1	2575980	-	14	93.64
JBJJSR010000001.1	2575982	+	7	96.85
JBJJSR010000001.1	2576317	-	280	71.0
JBJJSR010000001.1	2576578	-	261	76.0
JBJJSR010000001.1	2577109	-	231	85.0
JBJJSR010000001.1	2577135	+	291	68.0
JBJJSR010000001.1	2577485	-	269	74.0
JBJJSR010000001.1	2577557	+	282	1.39
JBJJSR010000001.1	2577914	+	279	1.76
JBJJSR010000001.1	2577915	-	276	72.0
JBJJSR010000001.1	2578156	+	268	1.83
JBJJSR010000001.1	2578576	-	295	1.67
JBJJSR010000001.1	2578643	-	242	9.02
JBJJSR010000001.1	2579816	+	259	1.15
JBJJSR010000001.1	2579879	-	232	85.0
JBJJSR010000001.1	2580401	+	284	70.0
JBJJSR010000001.1	2582193	-	256	78.0
JBJJSR010000001.1	2582209	-	210	94.0
JBJJSR010000001.1	2582771	+	85	3.41
JBJJSR010000001.1	2583276	-	263	1.5
JBJJSR010000001.1	2583295	-	287	1.37
JBJJSR010000001.1	2583779	+	266	1.84
JBJJSR010000001.1	2583870	+	271	73.0
JBJJSR010000001.1	2584427	+	261	3.33
JBJJSR010000001.1	2584494	-	267	2.2
JBJJSR010000001.1	2585029	-	264	75.0
JBJJSR010000001.1	2585247	-	211	3.18
JBJJSR010000001.1	2585476	-	284	2.41
JBJJSR010000001.1	2585487	-	277	1.07
JBJJSR010000001.1	2585529	+	289	1.03
JBJJSR010000001.1	2585630	+	261	1.14
JBJJSR010000001.1	2587503	+	272	1.81
JBJJSR010000001.1	2588084	-	258	77.0
JBJJSR010000001.1	2588399	+	238	1.24
JBJJSR010000001.1	2588400	-	262	1.5
JBJJSR010000001.1	2589329	-	230	1.29
JBJJSR010000001.1	2589517	-	271	73.0
JBJJSR010000001.1	2589908	-	276	2.13
JBJJSR010000001.1	2590031	+	256	1.54
JBJJSR010000001.1	2590107	-	288	69.0
JBJJSR010000001.1	2590902	-	214	1.83
JBJJSR010000001.1	2591125	-	23	4.17
JBJJSR010000001.1	2591352	-	253	1.17
JBJJSR010000001.1	2592220	+	215	92.0
JBJJSR010000001.1	2592446	+	277	1.07
JBJJSR010000001.1	2592999	+	265	75.0
JBJJSR010000001.1	2593234	+	251	1.18
JBJJSR010000001.1	2593509	-	241	3.6
JBJJSR010000001.1	2593532	+	270	74.0
JBJJSR010000001.1	2593571	-	183	2.13
JBJJSR010000001.1	2593834	-	196	2.49
JBJJSR010000001.1	2594195	-	231	2.53
JBJJSR010000001.1	2594594	-	226	88.0
JBJJSR010000001.1	2597219	+	265	2.21
JBJJSR010000001.1	2597745	+	269	74.0
JBJJSR010000001.1	2597906	+	271	73.0
JBJJSR010000001.1	2599064	-	196	1.51
JBJJSR010000001.1	2599462	+	246	81.0
JBJJSR010000001.1	2599524	-	261	76.0
JBJJSR010000001.1	2599920	+	287	69.0
JBJJSR010000001.1	2599949	+	225	88.0
JBJJSR010000001.1	2600027	-	262	1.87
JBJJSR010000001.1	2600174	+	270	74.0
JBJJSR010000001.1	2600185	+	210	2.78
JBJJSR010000001.1	2600561	-	5	97.88
JBJJSR010000001.1	2600563	+	13	94.67
JBJJSR010000001.1	2600632	-	7	97.18
JBJJSR010000001.1	2600634	+	24	88.26
JBJJSR010000001.1	2600729	-	156	64.0
JBJJSR010000001.1	2601171	-	217	91.0
JBJJSR010000001.1	2602397	+	162	61.0
JBJJSR010000001.1	2603611	+	249	80.0
JBJJSR010000001.1	2604029	+	268	1.11
JBJJSR010000001.1	2604284	-	280	71.0
JBJJSR010000001.1	2604556	-	270	1.1
JBJJSR010000001.1	2605496	-	239	83.0
JBJJSR010000001.1	2605698	-	238	1.24
JBJJSR010000001.1	2606234	-	5	97.83
JBJJSR010000001.1	2606236	+	12	95.71
JBJJSR010000001.1	2606765	-	317	1.25
JBJJSR010000001.1	2606887	-	128	2.29
JBJJSR010000001.1	2607024	-	235	84.0
JBJJSR010000001.1	2607494	+	283	70.0
JBJJSR010000001.1	2607572	-	13	93.84
JBJJSR010000001.1	2607574	+	15	94.05
JBJJSR010000001.1	2607898	+	214	1.38
JBJJSR010000001.1	2607922	+	285	2.73
JBJJSR010000001.1	2608325	-	296	3.27
JBJJSR010000001.1	2608559	-	285	70.0
JBJJSR010000001.1	2608588	-	294	68.0
JBJJSR010000001.1	2609374	+	264	1.12
JBJJSR010000001.1	2609849	+	291	2.35
JBJJSR010000001.1	2609885	-	280	2.1
JBJJSR010000001.1	2610117	-	286	69.0
JBJJSR010000001.1	2610397	+	292	1.02
JBJJSR010000001.1	2610487	+	307	1.6
JBJJSR010000001.1	2610680	-	291	68.0
JBJJSR010000001.1	2611670	-	313	63.0
JBJJSR010000001.1	2611824	-	8	97.16
JBJJSR010000001.1	2611826	+	14	93.17
JBJJSR010000001.1	2611952	-	292	68.0
JBJJSR010000001.1	2611954	+	245	80.0
JBJJSR010000001.1	2612220	-	15	94.58
JBJJSR010000001.1	2612222	+	37	79.44
JBJJSR010000001.1	2612283	-	5	98.22
JBJJSR010000001.1	2612285	+	11	95.55
JBJJSR010000001.1	2612610	-	289	69.0
JBJJSR010000001.1	2612667	-	276	72.0
JBJJSR010000001.1	2613234	-	306	65.0
JBJJSR010000001.1	2614182	-	297	67.0
JBJJSR010000001.1	2614542	-	245	81.0
JBJJSR010000001.1	2614572	+	270	74.0
JBJJSR010000001.1	2614623	-	311	95.0
JBJJSR010000001.1	2614653	-	264	1.12
JBJJSR010000001.1	2614735	+	281	1.4
JBJJSR010000001.1	2615001	-	284	70.0
JBJJSR010000001.1	2615088	-	306	1.29
JBJJSR010000001.1	2615124	-	314	63.0
JBJJSR010000001.1	2615415	-	6	97.69
JBJJSR010000001.1	2615417	+	17	90.17
JBJJSR010000001.1	2616045	-	278	1.42
JBJJSR010000001.1	2616119	+	253	78.0
JBJJSR010000001.1	2616597	-	288	1.03
JBJJSR010000001.1	2616778	+	269	2.18
JBJJSR010000001.1	2616839	+	238	83.0
JBJJSR010000001.1	2616866	-	271	2.86
JBJJSR010000001.1	2616906	-	286	69.0
JBJJSR010000001.1	2616938	-	262	4.38
JBJJSR010000001.1	2617241	-	301	99.0
JBJJSR010000001.1	2617684	+	214	92.0
JBJJSR010000001.1	2618381	+	208	93.0
JBJJSR010000001.1	2619292	-	233	85.0
JBJJSR010000001.1	2619301	+	153	65.0
JBJJSR010000001.1	2619311	-	13	93.26
JBJJSR010000001.1	2619313	+	17	91.98
JBJJSR010000001.1	2619655	-	229	1.29
JBJJSR010000001.1	2619831	+	216	92.0
JBJJSR010000001.1	2619845	-	35	81.28
JBJJSR010000001.1	2619847	+	9	96.54
JBJJSR010000001.1	2619855	-	276	72.0
JBJJSR010000001.1	2620315	-	32	3.03
JBJJSR010000001.1	2620663	-	217	91.0
JBJJSR010000001.1	2621030	-	3	98.72
JBJJSR010000001.1	2621032	+	5	97.28
JBJJSR010000001.1	2621038	-	18	89.47
JBJJSR010000001.1	2621040	+	14	91.81
JBJJSR010000001.1	2621043	-	251	3.46
JBJJSR010000001.1	2621059	-	181	1.09
JBJJSR010000001.1	2621401	-	24	4.0
JBJJSR010000001.1	2621469	-	268	74.0
JBJJSR010000001.1	2622054	+	201	99.0
JBJJSR010000001.1	2622347	-	203	1.45
JBJJSR010000001.1	2622405	+	275	72.0
JBJJSR010000001.1	2623303	-	264	75.0
JBJJSR010000001.1	2624061	+	238	83.0
JBJJSR010000001.1	2624260	-	6	97.42
JBJJSR010000001.1	2624262	+	6	97.31
JBJJSR010000001.1	2624567	-	229	1.29
JBJJSR010000001.1	2625055	+	152	65.0
JBJJSR010000001.1	2625173	-	5	97.93
JBJJSR010000001.1	2625175	+	7	96.63
JBJJSR010000001.1	2626150	-	161	1.22
JBJJSR010000001.1	2627102	+	272	1.09
JBJJSR010000001.1	2627250	-	13	94.74
JBJJSR010000001.1	2627252	+	10	93.29
JBJJSR010000001.1	2627755	+	283	1.05
JBJJSR010000001.1	2628099	-	247	80.0
JBJJSR010000001.1	2628183	+	208	95.0
JBJJSR010000001.1	2628441	+	221	90.0
JBJJSR010000001.1	2628488	+	248	1.2
JBJJSR010000001.1	2628549	-	118	2.48
JBJJSR010000001.1	2629030	+	253	1.17
JBJJSR010000001.1	2629149	-	252	1.18
JBJJSR010000001.1	2629418	-	263	75.0
JBJJSR010000001.1	2629481	-	270	74.0
JBJJSR010000001.1	2629526	-	279	71.0
JBJJSR010000001.1	2629579	+	223	3.04
JBJJSR010000001.1	2629634	+	242	2.02
JBJJSR010000001.1	2629642	-	16	91.4
JBJJSR010000001.1	2629644	+	13	92.74
JBJJSR010000001.1	2630174	+	246	81.0
JBJJSR010000001.1	2630212	-	259	1.15
JBJJSR010000001.1	2630863	+	269	74.0
JBJJSR010000001.1	2631613	+	204	1.45
JBJJSR010000001.1	2631614	-	26	79.37
JBJJSR010000001.1	2631616	+	3	98.73
JBJJSR010000001.1	2631685	-	283	1.05
JBJJSR010000001.1	2632648	+	226	88.0
JBJJSR010000001.1	2633393	+	238	83.0
JBJJSR010000001.1	2633495	-	279	1.76
JBJJSR010000001.1	2633746	-	246	12.77
JBJJSR010000001.1	2634016	-	283	70.0
JBJJSR010000001.1	2634399	-	258	77.0
JBJJSR010000001.1	2634663	-	301	66.0
JBJJSR010000001.1	2634841	+	281	1.75
JBJJSR010000001.1	2634855	-	271	2.52
JBJJSR010000001.1	2635390	-	283	70.0
JBJJSR010000001.1	2635473	-	289	1.7
JBJJSR010000001.1	2635813	-	251	1.18
JBJJSR010000001.1	2635911	+	293	3.3
JBJJSR010000001.1	2635948	-	42	2.33
JBJJSR010000001.1	2636532	+	208	1.42
JBJJSR010000001.1	2636569	+	202	1.9
JBJJSR010000001.1	2637267	-	225	88.0
JBJJSR010000001.1	2637440	-	208	4.13
JBJJSR010000001.1	2637596	+	282	70.0
JBJJSR010000001.1	2637759	-	207	96.0
JBJJSR010000001.1	2637945	-	245	81.0
JBJJSR010000001.1	2638181	-	274	1.79
JBJJSR010000001.1	2638477	+	245	81.0
JBJJSR010000001.1	2638985	+	221	90.0
JBJJSR010000001.1	2639693	-	250	3.47
JBJJSR010000001.1	2640142	-	259	2.26
JBJJSR010000001.1	2640349	+	254	1.16
JBJJSR010000001.1	2640517	-	238	1.24
JBJJSR010000001.1	2640540	+	275	72.0
JBJJSR010000001.1	2642426	+	240	1.64
JBJJSR010000001.1	2643175	-	214	2.73
JBJJSR010000001.1	2643177	+	238	83.0
JBJJSR010000001.1	2643586	-	199	100.0
JBJJSR010000001.1	2644051	-	5	97.18
JBJJSR010000001.1	2644053	+	10	95.8
JBJJSR010000001.1	2644430	+	236	2.88
JBJJSR010000001.1	2644986	+	259	77.0
JBJJSR010000001.1	2645373	-	169	3.37
JBJJSR010000001.1	2645479	-	230	1.7
JBJJSR010000001.1	2645735	-	253	3.44
JBJJSR010000001.1	2646071	-	240	1.64
JBJJSR010000001.1	2646861	+	220	3.08
JBJJSR010000001.1	2646912	-	205	2.38
JBJJSR010000001.1	2648264	+	232	2.52
JBJJSR010000001.1	2648480	-	208	3.26
JBJJSR010000001.1	2648750	-	222	89.0
JBJJSR010000001.1	2649309	+	235	4.86
JBJJSR010000001.1	2649447	-	161	62.0
JBJJSR010000001.1	2649623	-	240	83.0
JBJJSR010000001.1	2649750	+	213	93.0
JBJJSR010000001.1	2650045	+	249	1.19
JBJJSR010000001.1	2651145	+	251	1.95
JBJJSR010000001.1	2651150	+	172	1.15
JBJJSR010000001.1	2651240	-	143	2.04
JBJJSR010000001.1	2651276	-	187	9.18
JBJJSR010000001.1	2651302	-	260	76.0
JBJJSR010000001.1	2651392	-	199	2.91
JBJJSR010000001.1	2651745	-	220	90.0
JBJJSR010000001.1	2651872	+	236	1.26
JBJJSR010000001.1	2652267	+	243	82.0
JBJJSR010000001.1	2652916	-	252	2.33
JBJJSR010000001.1	2652942	+	235	84.0
JBJJSR010000001.1	2653124	-	3	98.73
JBJJSR010000001.1	2653126	+	10	94.59
JBJJSR010000001.1	2654219	-	235	2.49
JBJJSR010000001.1	2654239	-	26	3.7
JBJJSR010000001.1	2654312	-	215	1.38
JBJJSR010000001.1	2654867	+	204	97.0
JBJJSR010000001.1	2654983	-	167	60.0
JBJJSR010000001.1	2655741	+	232	85.0
JBJJSR010000001.1	2655756	-	191	1.04
JBJJSR010000001.1	2655869	-	207	96.0
JBJJSR010000001.1	2656857	-	197	2.48
JBJJSR010000001.1	2656883	+	203	1.44
JBJJSR010000001.1	2657709	+	202	98.0
JBJJSR010000001.1	2657710	-	10	91.55
JBJJSR010000001.1	2657712	+	4	97.78
JBJJSR010000001.1	2657831	+	216	91.0
JBJJSR010000001.1	2658610	+	234	85.0
JBJJSR010000001.1	2659164	+	211	2.76
JBJJSR010000001.1	2660221	-	234	85.0
JBJJSR010000001.1	2660323	-	181	9.95
JBJJSR010000001.1	2661141	+	161	61.0
JBJJSR010000001.1	2661216	+	196	1.01
JBJJSR010000001.1	2661661	+	217	1.81
JBJJSR010000001.1	2661905	+	207	96.0
JBJJSR010000001.1	2661976	+	207	96.0
JBJJSR010000001.1	2662150	+	137	71.0
JBJJSR010000001.1	2662160	+	241	1.63
JBJJSR010000001.1	2662441	-	5	97.74
JBJJSR010000001.1	2662443	+	1	98.86
JBJJSR010000001.1	2663114	+	195	1.02
JBJJSR010000001.1	2663191	+	154	64.0
JBJJSR010000001.1	2663382	+	212	1.85
JBJJSR010000001.1	2664372	+	210	1.41
JBJJSR010000001.1	2664774	-	228	1.3
JBJJSR010000001.1	2664847	-	235	2.89
JBJJSR010000001.1	2665968	-	261	1.14
JBJJSR010000001.1	2666051	-	246	2.77
JBJJSR010000001.1	2666219	-	257	77.0
JBJJSR010000001.1	2666263	-	265	1.85
JBJJSR010000001.1	2666265	+	245	81.0
JBJJSR010000001.1	2667338	-	261	76.0
JBJJSR010000001.1	2667597	-	247	80.0
JBJJSR010000001.1	2667832	-	223	1.75
JBJJSR010000001.1	2667839	-	241	1.23
JBJJSR010000001.1	2668448	-	245	1.21
JBJJSR010000001.1	2669138	+	219	90.0
JBJJSR010000001.1	2669291	-	241	82.0
JBJJSR010000001.1	2669529	-	217	5.6
JBJJSR010000001.1	2670690	+	227	87.0
JBJJSR010000001.1	2670973	+	250	79.0
JBJJSR010000001.1	2670981	-	1	99.62
JBJJSR010000001.1	2670983	+	4	97.4
JBJJSR010000001.1	2670989	-	202	10.22
JBJJSR010000001.1	2671056	-	265	75.0
JBJJSR010000001.1	2671061	-	235	6.37
JBJJSR010000001.1	2671402	-	268	74.0
JBJJSR010000001.1	2671504	-	228	87.0
JBJJSR010000001.1	2671533	-	12	94.89
JBJJSR010000001.1	2671535	+	8	96.57
JBJJSR010000001.1	2671800	+	254	3.05
JBJJSR010000001.1	2671862	-	245	81.0
JBJJSR010000001.1	2672097	-	207	1.43
JBJJSR010000001.1	2672211	+	242	82.0
JBJJSR010000001.1	2673014	-	263	1.13
JBJJSR010000001.1	2673017	-	273	73.0
JBJJSR010000001.1	2673244	+	213	93.0
JBJJSR010000001.1	2673407	-	243	2.02
JBJJSR010000001.1	2673626	-	242	82.0
JBJJSR010000001.1	2673641	-	245	2.0
JBJJSR010000001.1	2673643	+	241	82.0
JBJJSR010000001.1	2673671	-	262	76.0
JBJJSR010000001.1	2673893	+	174	2.78
JBJJSR010000001.1	2674602	-	260	76.0
JBJJSR010000001.1	2674964	-	243	82.0
JBJJSR010000001.1	2675532	+	27	3.45
JBJJSR010000001.1	2677356	-	231	86.0
JBJJSR010000001.1	2677882	+	258	2.99
JBJJSR010000001.1	2677951	+	252	1.94
JBJJSR010000001.1	2678162	-	174	2.25
JBJJSR010000001.1	2678688	+	154	65.0
JBJJSR010000001.1	2679809	+	260	1.14
JBJJSR010000001.1	2680233	+	268	1.47
JBJJSR010000001.1	2680325	-	230	1.29
JBJJSR010000001.1	2682197	-	235	2.08
JBJJSR010000001.1	2682786	-	265	1.12
JBJJSR010000001.1	2683210	+	251	79.0
JBJJSR010000001.1	2683413	-	263	1.5
JBJJSR010000001.1	2683447	+	264	75.0
JBJJSR010000001.1	2683543	-	247	80.0
JBJJSR010000001.1	2683610	+	228	1.3
JBJJSR010000001.1	2684051	+	256	3.76
JBJJSR010000001.1	2684071	-	266	75.0
JBJJSR010000001.1	2684186	+	268	1.82
JBJJSR010000001.1	2684485	+	175	3.85
JBJJSR010000001.1	2684663	+	241	6.23
JBJJSR010000001.1	2685764	+	237	84.0
JBJJSR010000001.1	2685895	-	263	6.07
JBJJSR010000001.1	2686076	+	209	95.0
JBJJSR010000001.1	2686893	-	7	97.32
JBJJSR010000001.1	2686895	+	11	93.75
JBJJSR010000001.1	2687116	-	262	1.13
JBJJSR010000001.1	2687553	-	254	2.68
JBJJSR010000001.1	2688040	-	2	99.07
JBJJSR010000001.1	2688042	+	7	95.89
JBJJSR010000001.1	2688920	+	167	60.0
JBJJSR010000001.1	2689278	+	212	1.4
JBJJSR010000001.1	2690395	+	229	87.0
JBJJSR010000001.1	2690441	-	280	2.1
JBJJSR010000001.1	2690615	-	281	1.06
JBJJSR010000001.1	2690647	-	258	1.15
JBJJSR010000001.1	2690784	+	141	70.0
JBJJSR010000001.1	2690788	+	238	1.24
JBJJSR010000001.1	2691728	-	252	2.33
JBJJSR010000001.1	2691957	+	176	2.21
JBJJSR010000001.1	2692211	+	138	72.0
JBJJSR010000001.1	2692434	+	201	98.0
JBJJSR010000001.1	2693405	-	247	2.37
JBJJSR010000001.1	2694193	-	12	93.37
JBJJSR010000001.1	2694195	+	9	95.0
JBJJSR010000001.1	2694636	+	219	90.0
JBJJSR010000001.1	2694870	+	233	1.27
JBJJSR010000001.1	2694951	-	31	3.12
JBJJSR010000001.1	2694969	+	167	60.0
JBJJSR010000001.1	2695216	+	231	86.0
JBJJSR010000001.1	2695532	-	291	68.0
JBJJSR010000001.1	2695960	-	244	81.0
JBJJSR010000001.1	2696424	-	7	96.82
JBJJSR010000001.1	2696426	+	7	94.66
JBJJSR010000001.1	2696699	+	129	75.0
JBJJSR010000001.1	2696707	-	305	65.0
JBJJSR010000001.1	2696849	-	165	1.68
JBJJSR010000001.1	2697074	-	272	2.86
JBJJSR010000001.1	2697431	-	274	3.51
JBJJSR010000001.1	2697433	+	251	79.0
JBJJSR010000001.1	2697559	-	280	1.41
JBJJSR010000001.1	2697938	-	304	1.3
JBJJSR010000001.1	2698080	-	210	2.78
JBJJSR010000001.1	2698226	+	258	1.9
JBJJSR010000001.1	2699100	-	172	1.12
JBJJSR010000001.1	2699568	+	21	4.55
JBJJSR010000001.1	2699904	+	227	1.3
JBJJSR010000001.1	2700348	-	9	96.34
JBJJSR010000001.1	2700350	+	7	96.52
JBJJSR010000001.1	2700522	-	238	8.11
JBJJSR010000001.1	2700565	-	143	69.0
JBJJSR010000001.1	2700640	+	263	2.95
JBJJSR010000001.1	2700864	+	146	65.0
JBJJSR010000001.1	2700881	+	267	1.11
JBJJSR010000001.1	2701170	+	280	71.0
JBJJSR010000001.1	2701347	+	210	1.38
JBJJSR010000001.1	2702119	-	224	3.03
JBJJSR010000001.1	2703625	-	188	1.05
JBJJSR010000001.1	2703709	+	202	1.94
JBJJSR010000001.1	2703871	-	247	80.0
JBJJSR010000001.1	2703974	-	163	61.0
JBJJSR010000001.1	2704084	-	261	1.51
JBJJSR010000001.1	2704257	+	252	1.18
JBJJSR010000001.1	2704365	-	271	73.0
JBJJSR010000001.1	2704367	+	233	2.09
JBJJSR010000001.1	2704544	-	177	1.67
JBJJSR010000001.1	2704755	-	272	73.0
JBJJSR010000001.1	2704801	+	230	86.0
JBJJSR010000001.1	2704847	-	264	75.0
JBJJSR010000001.1	2705285	+	253	78.0
JBJJSR010000001.1	2705636	-	233	1.69
JBJJSR010000001.1	2706367	-	255	1.16
JBJJSR010000001.1	2706915	+	261	76.0
JBJJSR010000001.1	2707148	-	269	74.0
JBJJSR010000001.1	2707265	-	263	75.0
JBJJSR010000001.1	2708730	+	220	90.0
JBJJSR010000001.1	2709938	-	253	78.0
JBJJSR010000001.1	2710057	-	309	64.0
JBJJSR010000001.1	2710161	-	266	75.0
JBJJSR010000001.1	2710323	+	231	1.28
JBJJSR010000001.1	2710423	+	236	84.0
JBJJSR010000001.1	2710702	+	244	81.0
JBJJSR010000001.1	2711476	-	287	1.03
JBJJSR010000001.1	2711902	+	212	1.4
JBJJSR010000001.1	2712106	-	260	2.25
JBJJSR010000001.1	2712763	+	251	78.0
JBJJSR010000001.1	2712915	-	19	5.0
JBJJSR010000001.1	2714414	-	163	61.0
JBJJSR010000001.1	2715056	-	288	69.0
JBJJSR010000001.1	2715487	-	263	1.5
JBJJSR010000001.1	2715737	-	247	80.0
JBJJSR010000001.1	2716230	-	260	76.0
JBJJSR010000001.1	2716508	+	201	99.0
JBJJSR010000001.1	2717224	+	241	1.23
JBJJSR010000001.1	2718072	-	220	90.0
JBJJSR010000001.1	2718812	-	158	63.0
JBJJSR010000001.1	2719022	-	235	84.0
JBJJSR010000001.1	2719197	+	263	4.01
JBJJSR010000001.1	2719623	-	191	1.04
JBJJSR010000001.1	2719679	+	236	84.0
JBJJSR010000001.1	2719954	+	175	1.12
JBJJSR010000001.1	2720430	+	222	1.33
JBJJSR010000001.1	2720795	-	243	82.0
JBJJSR010000001.1	2721145	-	5	97.82
JBJJSR010000001.1	2721147	+	6	97.36
JBJJSR010000001.1	2721297	-	236	1.67
JBJJSR010000001.1	2721478	-	143	69.0
JBJJSR010000001.1	2722151	-	256	1.92
JBJJSR010000001.1	2722400	-	215	1.37
JBJJSR010000001.1	2722457	+	102	97.0
JBJJSR010000001.1	2722965	+	243	82.0
JBJJSR010000001.1	2723019	-	223	3.86
JBJJSR010000001.1	2723032	-	246	2.38
JBJJSR010000001.1	2723182	+	252	3.45
JBJJSR010000001.1	2723281	-	256	78.0
JBJJSR010000001.1	2724471	-	253	78.0
